sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3,m_at_home,m_health,m_other,m_services,m_teacher,f_at_home,f_health,f_other,f_services,f_teacher,course,home,other,reputation,father,mother,other
1,18,0,1,1,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,17,1,1,1,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,18,1,1,1,2,2,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,18,0,0,0,3,4,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,17,1,1,1,3,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,18,0,1,1,4,4,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,11,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,18,1,1,1,4,2,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,18,0,1,1,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,19,1,1,1,3,3,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,18,1,1,1,2,3,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,14,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,18,1,0,1,1,1,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,17,0,1,1,1,2,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,17,1,1,1,2,4,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,17,1,0,1,2,2,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,18,0,1,0,3,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,18,1,1,1,4,4,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,18,1,1,1,4,4,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1,18,1,0,1,4,3,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,17,1,0,0,4,1,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,17,1,0,0,3,2,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,10,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,18,0,0,1,1,1,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,18,1,1,1,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,17,1,1,1,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,17,1,1,1,1,1,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,18,1,1,1,2,2,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,17,1,1,1,1,1,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1,18,1,1,1,2,1,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,14,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1,18,1,0,0,4,4,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1,18,1,1,1,4,2,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,11,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,17,1,1,1,4,3,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,18,1,0,1,2,1,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,17,0,0,1,3,1,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,18,0,0,1,3,2,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,17,1,1,1,3,3,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,19,1,1,1,4,4,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,18,1,0,1,4,3,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,18,1,1,1,4,3,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,18,1,0,1,4,4,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0,18,1,0,0,4,4,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,17,1,0,1,4,4,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,10,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,17,1,1,1,4,2,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,17,1,1,1,3,2,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1,19,1,1,1,3,3,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,18,1,1,1,2,4,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,20,1,1,0,3,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,19,1,1,1,4,4,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1,19,0,1,1,3,3,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,19,1,0,1,1,1,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,19,1,0,1,1,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,19,1,1,1,2,1,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,19,1,1,1,1,2,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,11,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,19,1,0,1,3,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,11,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,19,1,1,1,1,1,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,13,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,19,0,1,1,2,3,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,18,1,1,1,2,1,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,18,1,1,1,4,3,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,17,0,1,1,3,4,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,18,1,1,1,4,4,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,17,1,1,0,4,3,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,17,1,1,1,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,17,0,0,1,2,2,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,17,1,1,1,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,15,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,17,1,0,1,0,2,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,18,1,1,1,4,4,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,17,1,1,1,3,3,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,16,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,17,0,1,1,2,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,17,1,1,1,4,4,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,17,1,1,1,4,4,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,18,1,0,1,2,2,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,17,0,1,1,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,14,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,18,1,1,1,3,3,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,18,1,0,1,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,18,0,1,1,2,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,17,1,1,1,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,15,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,19,0,1,0,3,1,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,13,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,17,1,1,1,3,2,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,18,1,0,1,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,17,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,17,0,1,0,3,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,19,1,1,1,2,1,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,18,1,1,1,4,4,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1,18,1,0,1,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,17,1,1,0,2,2,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,18,1,1,1,2,3,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,18,1,1,1,3,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,14,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,18,0,1,1,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,18,1,1,1,4,3,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,17,1,1,1,4,3,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,18,0,1,1,3,2,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,19,0,1,1,1,1,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,17,1,1,1,3,3,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,18,1,0,1,1,3,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,19,0,1,1,1,1,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,17,0,1,1,4,3,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,18,1,1,1,3,3,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,17,0,1,1,4,4,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0,17,1,0,0,3,2,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,11,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,18,1,0,1,1,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,18,1,0,1,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,16,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,18,0,0,0,1,4,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,18,0,0,1,1,1,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,18,1,1,1,3,3,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,17,1,0,1,4,4,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,17,0,1,1,1,2,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,18,0,1,1,1,3,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,18,1,0,1,4,4,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,17,0,1,1,1,1,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,18,1,1,1,2,3,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,18,0,1,1,4,4,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,11,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,19,1,0,1,3,2,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,18,0,0,1,1,2,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,12,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,17,1,1,1,2,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,17,0,1,1,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,18,0,0,1,4,4,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,18,0,1,1,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,20,1,1,1,4,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,18,0,0,1,4,4,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,18,1,1,1,3,3,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,17,0,1,1,3,1,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,18,1,1,1,4,4,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,14,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,18,0,1,1,2,1,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,17,1,1,1,2,3,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,10,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,19,0,1,1,1,1,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,18,0,1,1,4,2,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,18,0,1,1,2,2,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,18,0,1,1,4,4,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
0,19,0,1,1,2,3,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,18,1,0,1,3,1,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,18,1,1,1,1,1,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,20,1,0,0,2,2,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,17,1,0,1,3,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,16,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,21,0,1,1,1,1,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,18,0,0,1,3,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,19,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
